species,yolo_confidence,recent_detections,historical_conflicts,settlement_proximity,temporal_pattern,environmental_context,spatial_relationship,risk_score
Tiger,74.28,16,4,2,1,0,0,61.02
Wild Boar,91.48,10,4,1,1,0,0,46.09
Wild Boar,80.41,4,5,1,1,1,2,56.59
Spotted Deer,64.55,1,3,0,0,1,2,31.72
Wild Boar,65.03,8,5,1,0,0,0,41.75
Wild Boar,80.94,5,1,1,1,1,0,33.96
Leopard,96.53,2,2,1,1,2,0,44.87
Spotted Deer,72.03,17,2,0,1,2,2,50.94
Asian Elephant,93.91,7,0,0,0,1,0,25.09
Tiger,89.8,17,4,1,1,1,2,72.47
Wild Boar,69.66,6,4,2,1,0,0,46.17
Tiger,61.42,15,0,2,0,1,0,47.91
Asian Elephant,63.97,5,1,0,0,0,2,31.54
Tiger,88.41,15,2,1,2,2,1,69.69
Asian Elephant,67.79,18,5,2,1,1,2,78.56
Leopard,74.48,18,3,1,0,2,1,61.77
Wild Boar,79.57,6,6,0,2,1,2,60.93
Asian Elephant,88.29,2,1,2,0,1,1,43.58
Tiger,64.42,17,4,0,2,0,1,61.62
Wild Boar,75.85,4,6,1,2,0,1,56.02
Leopard,78.92,12,0,0,1,1,2,44.57
Wild Boar,81.09,19,2,0,1,1,2,50.89
Asian Elephant,91.92,2,6,0,2,0,2,54.17
Leopard,66.7,2,0,0,1,2,1,32.89
Tiger,91.51,14,4,2,0,1,1,68.94
Leopard,87.02,15,0,1,0,0,2,44.21
Leopard,81.68,20,5,2,2,1,2,89.35
Spotted Deer,87.28,2,6,1,2,0,0,47.85
Leopard,76.07,4,6,1,0,2,0,51.61
Leopard,65.4,19,2,1,0,1,0,46.61
Wild Boar,85.96,9,0,1,2,1,0,41.32
Tiger,80.46,7,2,1,0,2,0,46.79
Wild Boar,84.94,13,6,2,0,1,2,72.05
Wild Boar,73.18,12,0,1,2,1,1,49.9
Asian Elephant,95.37,3,0,0,1,1,1,31.57
Wild Boar,82.91,13,2,2,0,0,2,53.48
Spotted Deer,63.33,15,5,2,1,0,2,69.79
Spotted Deer,77.54,14,0,1,1,1,2,44.28
Asian Elephant,89.5,9,5,0,0,2,0,51.01
Tiger,90.97,13,1,0,1,2,0,43.69
Tiger,79.29,4,3,1,2,1,0,52.29
Wild Boar,94.9,8,1,1,0,0,2,45.69
Wild Boar,70.44,3,3,0,0,0,2,33.45
Wild Boar,76.01,2,1,2,1,1,1,47.06
Tiger,95.05,19,3,2,0,0,2,70.3
Leopard,94.95,8,0,1,0,0,0,30.87
Spotted Deer,86.74,17,2,2,1,2,1,65.59
Leopard,93.5,13,2,2,1,1,2,72.01
Leopard,63.46,7,4,0,0,0,1,32.56
Tiger,93.73,9,3,2,0,0,1,57.7
Leopard,72.5,12,4,0,2,0,2,56.79
Asian Elephant,66.95,14,5,1,2,1,0,62.23
Wild Boar,69.34,14,5,1,0,1,0,50.81
Asian Elephant,76.3,15,4,0,0,0,1,42.22
Spotted Deer,69.8,3,3,0,2,2,2,40.73
Wild Boar,72.5,15,2,1,1,2,2,60.37
Leopard,65.26,19,3,0,0,1,0,42.9
Spotted Deer,71.55,20,5,1,2,2,2,78.81
Wild Boar,82.32,14,0,1,2,0,2,48.74
Leopard,77.23,8,4,1,0,1,1,49.41
Asian Elephant,73.52,5,4,1,0,1,2,53.04
Wild Boar,89.11,19,5,1,2,2,2,82.75
Leopard,94.85,4,3,1,0,1,2,47.81
Asian Elephant,89.51,14,4,2,1,2,0,69.65
Spotted Deer,72.95,16,2,2,0,2,0,55.0
Spotted Deer,89.03,20,4,1,2,0,1,59.1
Spotted Deer,65.93,6,3,2,2,2,0,57.07
Spotted Deer,65.08,6,5,0,0,2,0,39.05
Tiger,73.48,3,2,0,2,1,0,37.68
Wild Boar,91.5,15,2,1,1,0,0,46.13
Wild Boar,69.61,3,4,2,0,0,1,43.0
Tiger,62.47,11,3,0,0,2,2,53.85
Leopard,65.14,3,4,0,2,1,2,55.44
Leopard,93.49,10,6,0,1,1,2,65.84
Spotted Deer,84.72,18,0,0,0,1,1,33.16
Asian Elephant,69.87,1,5,2,2,0,0,51.29
Leopard,81.66,16,6,0,0,0,1,52.19
Asian Elephant,80.58,16,0,0,1,2,1,49.18
Wild Boar,85.56,10,2,0,2,2,1,53.39
Asian Elephant,69.09,1,4,1,0,1,2,47.78
Wild Boar,93.71,4,0,0,2,2,0,38.89
Tiger,72.07,3,1,0,2,1,2,44.95
Tiger,87.07,5,0,2,1,0,1,44.52
Spotted Deer,60.63,12,4,0,1,2,1,49.46
Leopard,74.53,12,4,0,0,1,2,52.6
Spotted Deer,73.72,13,5,0,2,0,2,52.9
Wild Boar,81.2,12,0,1,2,1,2,52.34
Spotted Deer,62.84,16,4,2,2,2,0,64.41
Asian Elephant,90.82,13,4,2,0,1,2,69.71
Wild Boar,68.49,5,6,1,1,0,0,48.02
Tiger,86.4,4,5,1,1,2,0,59.88
Leopard,91.33,15,6,2,2,0,2,85.26
Wild Boar,81.91,12,5,0,0,2,1,52.17
Wild Boar,88.89,19,5,2,2,1,1,81.04
Asian Elephant,85.81,19,6,1,1,0,0,61.0
Leopard,73.87,11,5,0,2,0,0,50.46
Tiger,91.55,6,1,2,2,1,0,58.06
Wild Boar,71.49,9,2,0,2,0,1,37.01
Wild Boar,82.28,1,4,0,1,0,0,32.44
Asian Elephant,89.07,12,3,1,0,0,0,42.76
Spotted Deer,74.78,14,5,2,2,0,1,63.39
Tiger,71.81,6,2,1,1,1,2,53.05
Leopard,77.91,1,5,2,2,0,1,60.22
Wild Boar,91.9,2,2,2,0,0,2,44.65
Wild Boar,96.27,11,3,0,2,0,2,51.49
Tiger,81.26,3,0,0,0,2,0,28.91
Spotted Deer,85.8,10,1,0,1,2,0,36.01
Wild Boar,95.23,6,4,1,0,1,2,53.0
Tiger,63.84,6,0,0,0,1,0,22.78
Asian Elephant,69.05,20,6,1,1,1,2,77.57
Spotted Deer,87.65,2,3,0,0,0,0,19.5
Leopard,92.13,10,1,1,0,2,1,45.74
Wild Boar,93.42,6,1,2,1,2,2,59.09
Tiger,76.19,17,1,1,0,1,2,56.58
Asian Elephant,63.48,14,3,1,0,2,0,50.37
Leopard,77.07,5,5,1,2,1,1,60.86
Tiger,69.0,17,5,2,0,0,0,62.15
Tiger,71.36,2,6,1,0,2,1,62.92
Leopard,90.12,9,5,2,0,0,0,52.01
Asian Elephant,62.95,12,0,0,1,0,2,37.36
Asian Elephant,92.28,19,4,0,0,2,1,59.56
Spotted Deer,76.68,7,1,2,1,1,1,49.35
Wild Boar,83.25,9,6,1,1,2,0,64.88
Leopard,63.5,16,6,0,0,0,1,47.31
Leopard,73.16,20,1,1,0,1,0,46.19
Leopard,63.5,11,0,1,0,0,1,33.02
Asian Elephant,97.5,12,5,2,0,1,0,62.79
Wild Boar,91.48,15,1,0,0,2,0,38.4
Spotted Deer,77.93,18,1,2,0,0,0,43.17
Tiger,68.72,19,3,2,0,1,2,75.69
Tiger,96.4,16,2,2,1,1,1,70.95
Leopard,73.44,15,6,2,2,2,2,92.45
Wild Boar,66.28,5,0,1,1,1,2,39.6
Asian Elephant,81.96,11,0,0,0,1,2,40.85
Wild Boar,96.81,15,5,0,2,0,2,65.41
Wild Boar,60.15,18,0,0,2,2,1,49.07
Asian Elephant,69.29,13,5,1,0,2,1,62.89
Leopard,96.6,4,3,1,0,0,2,42.04
Wild Boar,66.67,17,3,2,1,0,1,57.15
Tiger,64.42,4,4,2,2,0,1,59.03
Asian Elephant,82.24,16,5,2,2,1,0,73.38
Spotted Deer,93.61,15,6,2,0,2,1,73.92
Leopard,78.61,14,3,0,0,2,2,55.07
Asian Elephant,98.79,12,5,2,2,2,1,84.7
Spotted Deer,86.49,3,6,1,2,1,2,59.45
Spotted Deer,62.89,10,6,1,0,2,1,58.47
Wild Boar,98.72,8,0,1,0,2,2,48.44
Wild Boar,75.91,6,4,2,0,2,1,59.18
Wild Boar,71.21,14,2,0,1,2,1,51.0
Asian Elephant,81.76,17,1,0,1,0,1,43.76
Asian Elephant,71.87,19,1,2,0,1,2,61.83
Leopard,63.37,16,4,2,1,2,0,70.02
Wild Boar,60.06,15,5,1,2,2,2,74.6
Spotted Deer,77.53,15,5,1,2,2,1,69.84
Tiger,92.64,1,5,0,0,2,2,52.31
Leopard,82.32,12,2,1,2,2,1,66.35
Asian Elephant,98.97,10,6,1,2,0,1,68.84
Leopard,71.19,14,1,2,2,0,0,54.78
Leopard,70.94,10,4,0,2,1,1,52.22
Leopard,66.23,10,5,2,2,1,1,72.06
Leopard,66.4,20,3,0,1,2,1,60.2
Tiger,71.12,11,0,2,1,2,0,54.65
Wild Boar,90.92,16,2,0,0,0,2,39.76
Spotted Deer,95.32,9,5,1,2,1,0,59.62
Leopard,98.03,15,1,0,1,2,2,57.13
Leopard,69.06,14,0,0,1,2,1,45.17
Leopard,94.37,19,4,2,1,2,2,83.11
Wild Boar,72.8,9,5,0,2,1,2,62.24
Asian Elephant,64.4,4,1,0,1,0,2,35.66
Asian Elephant,93.93,7,0,0,0,0,2,33.06
Tiger,84.81,8,3,2,0,2,1,63.73
Asian Elephant,66.42,8,2,0,2,2,0,50.16
Leopard,76.76,19,4,2,0,2,2,80.45
Leopard,71.2,15,1,1,1,2,1,53.54
Leopard,88.73,16,6,2,2,2,1,89.13
Tiger,77.68,9,3,0,0,1,1,44.43
Leopard,98.58,12,2,1,2,0,1,55.32
Asian Elephant,62.14,16,2,0,1,1,2,54.09
Wild Boar,73.85,4,6,2,0,1,0,55.66
Wild Boar,78.79,5,3,1,1,2,1,51.53
Spotted Deer,79.62,8,1,1,0,1,0,28.59
Asian Elephant,72.32,1,2,1,2,0,0,34.58
Leopard,88.44,6,4,0,0,2,0,38.25
Wild Boar,94.12,15,0,1,0,0,1,38.25
Asian Elephant,96.61,4,4,1,0,1,1,48.17
Wild Boar,91.4,11,5,1,2,2,1,70.78
Leopard,93.17,5,2,1,0,0,0,31.25
Wild Boar,81.47,18,0,2,1,0,1,50.6
Spotted Deer,92.21,15,3,0,2,2,1,56.03
Spotted Deer,71.84,18,0,0,2,0,0,33.54
Wild Boar,75.54,20,0,1,1,2,1,55.42
Asian Elephant,72.36,13,6,2,2,2,2,89.21
Asian Elephant,78.23,5,0,1,0,1,2,44.03
Asian Elephant,71.14,1,2,0,2,0,2,41.24
Wild Boar,97.5,18,6,0,1,2,2,75.26
Asian Elephant,72.2,14,6,0,2,1,0,61.09
Leopard,63.82,5,5,1,1,1,1,52.24
Spotted Deer,80.55,6,5,1,2,2,2,64.96
Leopard,62.23,16,6,2,1,2,2,84.73
Asian Elephant,64.31,12,6,2,2,0,1,72.76
Leopard,68.56,20,1,0,0,0,0,33.34
Asian Elephant,78.11,18,5,0,1,0,2,59.73
Wild Boar,76.9,2,2,2,1,2,1,54.03
Leopard,91.19,13,1,0,2,1,1,48.18
Wild Boar,88.84,17,3,2,2,1,2,81.54
Wild Boar,76.63,17,3,1,2,2,2,76.13
Tiger,73.01,16,3,0,0,0,1,41.35
Asian Elephant,72.34,18,3,0,2,1,1,59.08
Spotted Deer,90.19,8,3,2,1,1,2,63.09
Asian Elephant,62.03,3,4,1,2,0,2,55.42
Spotted Deer,60.5,17,6,0,0,1,2,55.24
Asian Elephant,91.03,18,2,0,2,0,2,53.99
Wild Boar,78.61,6,1,2,2,1,0,48.28
Leopard,65.1,8,3,1,1,1,1,50.58
Leopard,69.19,13,4,2,2,1,2,72.4
Tiger,96.37,8,5,1,0,0,1,55.06
Spotted Deer,93.52,19,4,1,2,1,2,70.73
Spotted Deer,87.68,6,4,2,2,1,0,56.48
Spotted Deer,78.81,15,2,2,1,1,1,57.34
Wild Boar,80.29,10,3,1,2,2,0,56.59
Spotted Deer,98.03,17,4,2,1,1,1,69.79
Leopard,97.67,1,6,0,1,1,0,45.39
Wild Boar,68.4,7,4,0,2,0,2,53.84
Asian Elephant,91.63,13,3,0,1,0,2,55.61
Spotted Deer,67.69,3,2,0,1,2,0,26.63
Spotted Deer,68.33,19,4,0,2,0,2,58.77
Asian Elephant,86.37,15,1,2,2,0,0,55.24
Spotted Deer,75.8,5,0,1,0,0,0,15.18
Asian Elephant,96.33,11,5,2,0,2,1,69.37
Wild Boar,63.47,18,0,0,1,2,0,39.73
Leopard,79.95,3,0,0,1,1,1,31.57
Asian Elephant,95.82,6,2,2,2,1,0,57.58
Tiger,95.26,3,4,2,0,0,1,53.87
Asian Elephant,66.1,5,0,1,0,1,1,26.83
Spotted Deer,74.3,9,0,0,2,1,2,38.38
Wild Boar,84.15,19,5,2,2,2,1,83.66
Wild Boar,66.22,13,3,1,2,2,1,60.14
Asian Elephant,97.75,6,6,0,2,1,0,53.43
Leopard,95.68,11,6,0,0,1,1,54.72
Tiger,66.51,14,4,0,2,1,2,66.48
Wild Boar,64.73,6,4,2,2,0,0,50.12
Spotted Deer,63.33,6,5,0,0,2,1,42.27
Spotted Deer,95.47,17,3,0,2,1,0,51.18
Leopard,67.55,11,4,1,0,1,0,47.46
Wild Boar,76.24,15,6,2,0,0,0,57.36
Asian Elephant,77.51,9,6,1,2,2,0,67.75
Spotted Deer,83.36,17,1,2,2,0,0,51.98
Leopard,62.8,7,5,0,1,0,1,41.59
Wild Boar,68.84,7,2,1,1,1,0,40.59
Wild Boar,96.33,1,3,2,0,0,0,35.44
Wild Boar,95.43,8,5,2,0,0,2,61.97
Wild Boar,90.47,5,0,0,1,1,2,37.72
Wild Boar,60.76,19,4,0,0,2,0,49.81
Spotted Deer,72.75,8,1,1,1,1,1,36.49
Leopard,84.49,17,6,1,2,2,2,83.38
Wild Boar,70.73,19,1,2,2,0,2,63.49
Tiger,95.47,12,2,1,2,0,0,53.69
Tiger,84.72,15,5,0,0,1,1,56.42
Leopard,62.8,4,1,1,2,1,1,42.99
Asian Elephant,95.45,12,5,1,0,1,2,66.51
Asian Elephant,97.35,13,4,2,2,0,2,72.15
Asian Elephant,63.03,14,4,0,0,0,2,47.2
Tiger,80.76,5,6,2,0,2,2,72.45
Asian Elephant,71.83,16,1,0,1,1,2,48.15
Spotted Deer,75.32,7,4,0,1,0,0,29.27
Wild Boar,67.01,15,5,2,1,2,0,74.51
Tiger,82.54,13,6,1,0,1,0,61.65
Leopard,97.36,16,4,2,1,1,2,75.86
Leopard,79.62,12,6,1,1,2,0,68.44
Wild Boar,63.23,7,0,2,1,2,2,51.8
Tiger,84.18,16,5,2,0,2,1,80.8
Asian Elephant,73.27,13,6,1,0,0,1,55.44
Asian Elephant,93.38,3,3,1,1,1,0,45.0
Spotted Deer,76.95,15,4,1,1,1,1,60.18
Spotted Deer,67.52,3,4,2,0,2,1,49.6
Asian Elephant,67.45,7,5,1,0,0,1,50.8
Leopard,89.98,18,2,1,1,2,0,59.87
Leopard,70.36,14,3,1,1,0,1,51.65
Spotted Deer,89.92,18,6,0,1,1,0,53.06
Wild Boar,68.03,19,3,1,0,1,2,62.35
Asian Elephant,72.55,14,6,1,1,0,2,67.12
Spotted Deer,78.15,20,3,1,0,1,0,51.64
Spotted Deer,96.78,6,1,0,2,1,0,30.79
Asian Elephant,96.34,8,0,0,1,2,1,41.75
Asian Elephant,68.07,7,0,1,2,0,2,47.54
Leopard,73.97,20,2,1,0,1,1,54.74
Wild Boar,65.83,18,3,1,2,1,2,68.82
Wild Boar,79.89,18,3,1,1,0,1,52.43
Asian Elephant,77.96,15,4,0,2,1,1,60.86
Tiger,95.13,20,6,1,2,0,2,84.75
Spotted Deer,96.27,19,5,0,2,0,1,61.77
Spotted Deer,74.96,2,1,2,0,2,2,44.29
Asian Elephant,79.18,8,1,0,1,0,0,29.47
Tiger,94.95,11,2,2,0,2,1,66.57
Leopard,91.46,18,0,0,2,1,2,56.12
Asian Elephant,60.14,13,3,0,2,0,2,55.19
Asian Elephant,72.48,9,5,0,0,2,1,57.26
Spotted Deer,76.45,9,2,1,0,0,2,38.33
Asian Elephant,68.96,17,6,0,2,1,1,70.8
Asian Elephant,67.78,7,1,1,1,2,1,49.86
Asian Elephant,61.47,9,1,0,0,2,0,34.24
Spotted Deer,85.09,1,1,0,2,2,0,31.96
Leopard,70.24,2,3,2,2,1,0,54.45
Leopard,62.04,4,3,0,1,2,1,45.26
Asian Elephant,69.01,14,3,1,2,1,1,62.51
Spotted Deer,91.27,4,4,2,0,1,2,53.23
Leopard,93.21,2,0,2,2,0,0,41.11
Leopard,78.84,8,6,0,2,1,0,51.51
Leopard,76.23,18,1,0,2,2,2,63.65
Spotted Deer,98.14,19,1,2,2,2,0,66.71
Spotted Deer,67.82,14,4,1,1,1,0,48.48
Asian Elephant,68.4,20,1,0,0,1,0,39.5
Wild Boar,71.38,10,6,2,2,0,2,75.28
Leopard,66.74,17,1,1,0,0,0,39.19
Wild Boar,74.8,8,3,0,1,2,1,48.75
Spotted Deer,95.52,14,3,2,0,1,0,53.11
Spotted Deer,84.0,8,0,2,1,2,1,49.29
Spotted Deer,76.07,5,6,0,0,1,0,35.03
Wild Boar,96.44,16,6,1,0,2,1,71.02
Spotted Deer,61.89,8,1,1,2,2,0,44.98
Asian Elephant,68.2,10,2,2,0,2,1,58.25
Spotted Deer,82.07,8,1,1,2,1,1,47.27
Tiger,84.01,9,1,2,2,0,0,48.35
Wild Boar,61.54,18,0,0,0,0,2,35.84
Tiger,75.72,3,2,1,2,1,0,46.35
Spotted Deer,85.32,17,1,0,0,0,2,33.25
Asian Elephant,87.22,20,5,2,2,2,2,92.13
Leopard,84.89,15,5,0,2,1,2,69.78
Spotted Deer,72.5,17,6,1,1,1,2,69.32
Asian Elephant,63.65,8,6,0,1,0,2,55.05
Wild Boar,76.66,2,2,1,0,0,2,30.11
Tiger,65.02,17,5,1,2,2,0,75.95
Tiger,96.96,18,3,1,1,1,1,69.39
Tiger,78.53,5,3,1,1,0,1,44.11
Wild Boar,72.37,9,2,1,1,1,0,44.57
Asian Elephant,89.89,9,1,2,2,2,0,64.75
Wild Boar,79.42,2,6,0,0,2,0,38.82
Tiger,72.09,2,2,2,2,2,2,67.43
Spotted Deer,91.67,19,5,0,2,1,2,68.12
Leopard,93.82,3,2,0,1,1,1,34.41
Wild Boar,86.25,17,5,0,2,1,0,58.37
Wild Boar,61.83,14,6,2,2,1,1,79.04
Asian Elephant,82.09,14,3,1,1,1,1,57.61
Asian Elephant,89.77,14,2,1,1,2,2,70.64
Wild Boar,65.32,6,6,2,2,2,2,79.42
Tiger,68.92,3,6,1,1,2,1,62.06
Leopard,94.42,1,4,0,0,0,2,37.84
Asian Elephant,60.78,16,5,1,0,2,2,67.34
Tiger,89.36,4,4,1,0,1,2,56.45
Spotted Deer,78.48,1,3,1,0,2,1,38.48
Asian Elephant,77.42,17,6,0,0,0,1,53.38
Tiger,60.28,18,6,1,1,0,1,64.64
Tiger,91.96,8,1,1,1,0,0,39.77
Leopard,74.03,2,5,1,0,0,1,42.38
Leopard,81.09,18,1,2,0,0,2,55.3
Spotted Deer,86.41,16,3,2,0,1,1,59.55
Tiger,87.4,10,1,1,1,2,0,51.9
Tiger,97.28,8,6,2,1,1,2,78.08
Leopard,80.72,12,5,2,2,1,1,75.13
Asian Elephant,75.59,16,0,0,2,0,1,44.67
Asian Elephant,97.19,12,5,2,2,2,2,91.17
Wild Boar,85.04,11,5,2,2,2,1,81.05
Leopard,71.63,20,4,1,1,2,0,69.92
Wild Boar,64.93,19,0,0,1,0,2,38.97
Leopard,92.86,1,0,0,1,1,1,27.79
Spotted Deer,74.13,3,0,0,1,2,2,30.01
Tiger,85.76,12,5,2,0,1,1,71.15
Spotted Deer,78.36,9,3,1,2,2,1,56.51
Leopard,67.76,5,0,0,1,2,2,42.52
Tiger,83.47,1,2,0,1,2,1,39.84
Asian Elephant,62.37,10,1,2,2,2,1,62.26
Asian Elephant,76.12,17,3,0,1,0,2,52.47
Wild Boar,81.32,4,2,1,0,0,1,35.38
Leopard,77.01,15,5,0,1,1,1,59.25
Leopard,89.2,19,5,1,2,0,2,71.85
Asian Elephant,92.29,8,2,1,0,2,0,45.37
Spotted Deer,90.08,15,4,1,0,1,0,49.61
Tiger,61.51,7,4,2,2,1,0,64.75
Spotted Deer,67.57,15,2,2,2,1,0,56.46
Spotted Deer,80.93,8,4,1,0,2,0,44.88
Asian Elephant,96.46,10,1,1,1,2,0,48.65
Asian Elephant,92.56,18,1,0,2,1,2,62.65
Asian Elephant,92.86,4,5,0,0,0,2,42.49
Wild Boar,71.83,15,4,0,2,2,2,63.63
Spotted Deer,76.75,11,0,2,1,2,1,51.56
Leopard,78.36,3,2,0,1,0,0,25.13
Tiger,66.14,15,1,1,0,1,0,45.07
Wild Boar,61.21,3,6,1,1,0,2,53.62
Leopard,96.93,15,4,2,1,2,1,80.48
Spotted Deer,69.39,6,6,2,1,1,1,61.01
Asian Elephant,69.36,1,4,0,2,1,2,52.65
Spotted Deer,63.25,14,1,2,0,0,0,34.05
Tiger,96.21,16,1,1,0,2,1,59.9
Wild Boar,82.61,1,0,1,0,2,0,27.85
Wild Boar,86.01,17,4,2,1,1,1,69.68
Tiger,95.55,8,4,1,2,2,0,63.59
Leopard,73.48,18,3,2,0,1,1,66.81
Leopard,84.24,16,5,1,2,1,0,67.26
Wild Boar,61.51,6,0,0,0,1,0,16.62
Wild Boar,67.28,10,1,2,1,2,0,52.62
Asian Elephant,92.42,10,6,2,0,0,2,68.28
Leopard,89.9,5,1,2,0,1,0,39.57
Tiger,73.68,12,2,1,1,0,0,50.72
Leopard,74.7,20,5,0,1,0,1,55.13
Asian Elephant,80.81,17,1,2,0,0,1,56.73
Wild Boar,60.01,14,4,1,2,0,2,60.21
Wild Boar,69.41,14,1,2,1,0,1,51.79
Asian Elephant,68.12,3,4,1,0,1,0,39.67
Tiger,69.77,12,4,0,1,2,2,65.06
Wild Boar,91.43,20,0,1,2,0,2,55.77
Spotted Deer,70.91,18,1,1,0,2,2,50.22
Wild Boar,67.47,12,0,2,0,2,0,46.49
Spotted Deer,79.67,2,6,1,2,1,0,46.46
Asian Elephant,93.76,2,6,2,2,0,1,63.99
Asian Elephant,69.41,17,5,1,0,2,1,67.19
Wild Boar,63.06,10,4,0,2,2,1,53.14
Leopard,73.9,18,6,1,2,0,2,73.95
Spotted Deer,89.16,19,5,2,0,1,0,61.58
Tiger,81.48,1,1,1,1,1,1,37.22
Wild Boar,91.85,4,5,1,2,0,0,46.45
Tiger,97.42,4,5,0,1,2,2,65.14
Wild Boar,90.91,2,1,2,1,1,0,43.21
Leopard,83.55,19,0,0,1,1,0,45.55
Leopard,79.24,12,0,1,2,2,2,62.16
Leopard,61.56,10,4,0,0,2,1,50.14
Leopard,98.39,13,4,1,0,2,0,56.91
Asian Elephant,74.96,20,1,1,0,2,0,52.38
Asian Elephant,65.94,15,1,0,0,0,2,39.92
Spotted Deer,86.0,3,3,0,0,2,0,25.55
Tiger,71.09,20,3,1,0,1,0,57.01
Wild Boar,82.85,13,2,0,1,2,0,43.35
Wild Boar,82.88,8,6,0,1,2,2,62.02
Asian Elephant,77.38,7,4,1,1,0,0,47.06
Wild Boar,92.61,8,5,2,2,0,2,67.74
Asian Elephant,70.33,18,6,0,2,2,1,74.44
Spotted Deer,77.5,9,2,0,2,0,0,31.81
Tiger,80.97,6,6,2,0,0,2,64.63
Spotted Deer,85.88,4,2,0,1,0,2,32.06
Leopard,90.57,15,0,1,2,0,0,45.59
Leopard,75.4,5,5,0,1,2,2,59.44
Leopard,85.2,5,0,1,0,0,1,29.37
Spotted Deer,65.87,7,3,2,1,0,1,43.25
Wild Boar,96.37,9,2,2,0,1,1,51.17
Tiger,74.94,7,6,2,2,2,1,80.22
Leopard,88.45,9,3,0,0,0,2,40.05
Leopard,60.79,20,5,2,0,1,2,76.15
Leopard,68.0,10,5,0,1,0,1,46.98
Tiger,79.0,4,4,0,0,2,1,46.95
Leopard,94.25,6,1,0,2,1,1,40.93
Tiger,80.56,14,0,2,2,1,1,63.9
Leopard,96.26,9,4,2,0,2,1,68.56
Spotted Deer,78.87,1,6,0,1,1,2,47.01
Spotted Deer,79.13,17,4,2,2,1,1,72.93
Tiger,64.67,13,6,0,2,0,1,60.82
Spotted Deer,91.3,7,0,2,0,1,0,32.74
Tiger,69.63,9,0,1,0,2,2,51.46
Spotted Deer,95.08,11,5,2,2,0,1,62.35
Spotted Deer,95.52,3,5,2,0,1,2,56.1
Tiger,96.79,12,2,2,0,0,0,50.1
Wild Boar,80.29,3,3,0,2,2,0,43.91
Spotted Deer,86.41,15,5,0,1,1,1,55.6
Leopard,90.36,10,4,1,1,2,1,65.42
Wild Boar,65.11,1,2,1,2,2,1,49.31
Tiger,83.44,14,6,1,0,1,1,68.23
Wild Boar,61.34,20,2,0,2,1,0,50.85
Asian Elephant,79.41,6,4,1,2,0,2,57.05
Asian Elephant,66.04,2,5,1,0,2,1,56.35
Spotted Deer,67.13,8,6,2,1,1,2,69.13
Spotted Deer,74.24,1,4,1,1,2,1,46.3
Leopard,76.87,4,1,2,0,1,1,44.24
Wild Boar,84.3,4,5,0,2,2,0,48.16
Asian Elephant,62.9,5,3,0,0,0,1,29.85
Spotted Deer,79.64,20,6,2,2,2,1,84.83
Wild Boar,67.12,9,4,1,0,1,1,46.9
Spotted Deer,82.39,13,5,0,0,0,0,37.17
Spotted Deer,84.86,18,0,2,1,0,2,54.4
Asian Elephant,81.71,17,1,0,1,1,0,40.73
Asian Elephant,88.79,1,6,0,0,0,1,37.34
Spotted Deer,73.09,15,6,1,0,2,1,58.25
Tiger,89.84,2,3,0,1,2,1,49.58
Spotted Deer,76.88,16,5,2,2,1,2,77.38
Spotted Deer,78.88,20,0,1,1,2,2,59.43
Leopard,85.28,5,5,2,2,1,1,75.19
Leopard,60.72,19,0,2,1,0,1,51.29
Leopard,85.51,5,3,2,1,2,2,67.92
Tiger,84.12,2,1,1,2,1,0,45.81
Tiger,72.08,7,6,0,0,2,0,49.57
Spotted Deer,63.35,3,0,2,1,0,2,35.75
Leopard,63.55,17,2,0,1,0,2,49.18
Tiger,96.01,3,3,0,1,2,1,54.7
Asian Elephant,86.88,13,3,2,0,0,2,62.72
Spotted Deer,64.96,7,4,0,1,1,2,42.28
Wild Boar,73.91,3,1,1,0,2,1,36.17
Spotted Deer,83.11,15,2,1,1,2,2,59.15
Wild Boar,92.59,18,2,0,2,0,1,47.21
Leopard,61.7,10,4,0,1,1,0,42.23
Wild Boar,69.23,7,0,1,1,2,0,37.7
Leopard,94.7,9,0,0,0,2,0,32.54
Asian Elephant,60.36,5,2,0,0,0,1,23.81
Wild Boar,67.85,20,1,0,0,0,0,32.03
Spotted Deer,97.4,8,0,0,2,1,0,28.83
Leopard,83.92,14,3,2,2,1,1,70.59
Spotted Deer,70.21,4,5,0,0,0,1,28.49
Tiger,62.61,20,4,1,2,1,0,70.48
Leopard,61.1,14,1,2,0,0,0,40.1
Wild Boar,69.55,12,0,2,2,2,0,57.91
Leopard,94.38,2,5,1,0,0,2,49.85
Spotted Deer,76.22,13,2,0,0,0,1,30.59
Asian Elephant,88.09,1,4,2,2,0,1,58.1
Leopard,95.81,20,0,2,1,2,1,66.89
Wild Boar,75.91,7,2,0,0,1,1,33.52
Tiger,67.46,9,0,0,0,1,0,26.1
Asian Elephant,80.17,17,4,1,1,1,1,66.05
Tiger,95.42,13,3,2,0,0,2,65.75
Leopard,91.37,10,6,0,0,0,2,56.84
Spotted Deer,62.57,16,3,0,2,1,0,45.27
Spotted Deer,87.01,6,6,1,1,2,0,56.88
Wild Boar,82.3,16,5,2,0,2,1,73.85
Spotted Deer,95.39,11,2,0,0,2,0,34.75
Asian Elephant,64.78,20,6,1,1,2,0,74.47
Spotted Deer,80.83,3,3,2,1,0,0,38.42
Wild Boar,94.3,9,4,2,2,1,2,72.9
